[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-08 02:31:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-08 02:31:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083\
[2024-11-08 02:31:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/notionbees/
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d78216b081-1O92ME.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:b4a0d05360f9ac8c3426956e423412070ca1afe3===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d782171a0a-W2CvvL.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg?simply_static_page=1163
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg?simply_static_page=1163
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 16832 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d782171a0a-W2CvvL.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:69155d8f65f1bdaafba292cb0fed9153a9f4c91e===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d78217e6f4-aFevSv.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg?simply_static_page=1164
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg?simply_static_page=1164
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 18398 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d78217e6f4-aFevSv.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:e91813a98192e260d49e6361f3ace4c7eb414c17===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d782188b1c-4peMDG.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg?simply_static_page=1165
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg?simply_static_page=1165
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 14209 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d782188b1c-4peMDG.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:2cd1ca54396ca1afa97363ddf2c18e38f79c3496===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d782193a30-vgm542.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg?simply_static_page=1166
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg?simply_static_page=1166
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 9147 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d782193a30-vgm542.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:86679d0b6b9b8175537123d6e5e40c216c7f2dac===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821a1c79-VvI5Hd.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg?simply_static_page=1167
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg?simply_static_page=1167
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 16399 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821a1c79-VvI5Hd.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:31785ce3a96e78bc0aff8a9ffb14a29d50e3639c===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821b12a1-sqSr0f.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg?simply_static_page=1168
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg?simply_static_page=1168
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 11549 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821b12a1-sqSr0f.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:9a203f86cf1396c2b739d79f49bb6c54404ae572===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821c0b12-NRiwOF.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg?simply_static_page=1169
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg?simply_static_page=1169
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 4327 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821c0b12-NRiwOF.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:0dc2ec790d1d4dbe2bb5728483cafec08aae4079===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821cabf8-4Ip2dw.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg?simply_static_page=1170
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg?simply_static_page=1170
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 6895 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821cabf8-4Ip2dw.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:488bd4f598bbf63de621a620d1970e546148bbb4===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821d2e4d-vsIBdt.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg?simply_static_page=1171
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg?simply_static_page=1171
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 30831 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821d2e4d-vsIBdt.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:3472db8ce4f18bb2fc6048ebc1e759bd967d168c===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821de1f2-fDOyJY.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg?simply_static_page=1172
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg?simply_static_page=1172
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 50136 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821de1f2-fDOyJY.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:01705ec876b12a834aed31d594ec697ca962dc3f===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821e63f8-vdM57g.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg?simply_static_page=1173
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg?simply_static_page=1173
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:103] Filesize: 23805 bytes
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821e63f8-vdM57g.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:01] [class-ss-page.php:119] Checking Content Identical:7a6f388e59af906421d7a19f3b02d2bd8c83755d===. Value: FALSE
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-11-08 02:32:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 619
[2024-11-08 02:32:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d7821f360a-Up4glV.tmp
[2024-11-08 02:32:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg?simply_static_page=1174
[2024-11-08 02:32:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg?simply_static_page=1174
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:103] Filesize: 7867 bytes
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d7821f360a-Up4glV.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:02] [class-ss-page.php:119] Checking Content Identical:0fa3f056b00d7df971ea1b65026b33596fa6cd84===. Value: FALSE
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-08 02:32:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 619
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d78220724b-z8TEKn.tmp
[2024-11-08 02:32:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg?simply_static_page=1175
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg?simply_static_page=1175
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:103] Filesize: 10015 bytes
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d78220724b-z8TEKn.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:32:02] [class-ss-page.php:119] Checking Content Identical:b517a8a702e64480a97872dc48a98f524db36a3b===. Value: FALSE
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/blur.png
[2024-11-08 02:32:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 619
[2024-11-08 02:32:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d782211644-2lmnRI.tmp
[2024-11-08 02:32:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/images/blur.png?simply_static_page=1176
[2024-11-08 02:32:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/images/blur.png?simply_static_page=1176
